claim_id,claim,document_id
6153129500000010,The church's vestry was constructed beneath the north aisle due to its steep site.,61531295
6153129500000011,The embattled tower contains eight bells and chiming apparatus supplied by Messrs. John Warner & Sons.,61531295
6153129500000012,Mr. Harry Hems of Exeter undertook much of the interior's carved woodwork.,61531295
6153129500000013,J. W. Walker & Sons Ltd of London supplied the organ for the church.,61531295
6153129500000014,Decoration of the church's interior was carried out throughout the 1880s by Mr. J. T. Fouracre of Stonehouse.,61531295
6153129500000015,"A window memorial to Lady Revelstoke, following her death in 1892, was installed in 1893.",61531295
6153131200000001,"Gilbert L. Leong, a Chinese-American architect, was the first to graduate from USC with a degree in architecture in 1936.",61531312
6153131200000002,Leong designed Chinatown’s Baptist church and Chinatown’s Methodist church.,61531312
6153131200000003,Leong co-designed an interior court and authentic Chinese garden at the Pacific Asian Museum in Pasadena.,61531312
6153131200000004,"The East West Bank, co-founded by Leong in 1973, was set up to serve the Chinese American community in Southern California.",61531312
6153131200000005,Leong served in the U.S. Navy during World War II.,61531312
6153131200000006,"Leong was born in 1911 and died on August 28, 1996, in Pasadena, California.",61531312
6153133200000001,"Konnor McClain was born on February 1, 2005.",61531332
6153133200000002,Konnor McClain is an American artistic gymnast and a member of the United States women's national gymnastics team.,61531332
6153133200000003,Konnor McClain won the 2019 City of Jesolo Trophy in Italy.,61531332
6153133200000004,"In 2015, Konnor McClain competed at the HOPES Championships and placed second on balance beam behind Ciena Alipio.",61531332
6153133200000005,"In 2016, Konnor McClain competed at the Hopes Championships and placed first in all-around, vault, balance beam, and uneven bars.",61531332
6153133200000006,"In 2017, Konnor McClain qualified for junior elite status at the Brestyans National Qualifier and made her elite debut at the American Classic where she placed 21st in the all-around.",61531332
6153133200000007,"In 2018, Konnor McClain competed at the Buckeye National Qualifier and International Gymnix, winning silver on floor exercise behind Irina Alexeeva.",61531332
6153133200000008,"In 2019, Konnor McClain was named to the team that competed at the City of Jesolo Trophy in Italy, where she helped the USA win team silver behind Russia.",61531332
6153133200000009,"In 2020, Konnor McClain was selected to compete at International Gymnix in Montreal, where she helped the USA win team gold and individually won silver in all-around and gold in four event finals.",61531332
6153136300000001,The Apostolic Nunciature to North Macedonia is an ecclesiastical office of the Catholic Church in North Macedonia.,61531363
6153136300000002,"Edmond Farhat represented the Holy See to North Macedonia from July 26, 1995, until December 11, 2001.",61531363
6153136300000003,"Marian Oleś represented the Holy See to North Macedonia from December 11, 2001, until May 1, 2002.",61531363
6153136300000004,"Giuseppe Leanza represented the Holy See to North Macedonia from May 18, 2002, until February 22, 2003.",61531363
6153136300000005,"Santos Abril y Castelló represented the Holy See to North Macedonia from April 12, 2003, until January 9, 2011.",61531363
6153136300000006,"Janusz Bolonek represented the Holy See to North Macedonia from May 4, 2011, until December 6, 2013.",61531363
6153136300000007,"Anselmo Guido Pecorari has been representing the Holy See to North Macedonia since July 11, 2014.",61531363
6153137300000001,"Thrixopelma ockerti, commonly known as the Peruvian flame rump, is a species of tarantula.",61531373
6153137300000002,Thrixopelma ockerti is endemic to Peru.,61531373
6153137300000003,The genus Thrixopelma has the type species Thrixopelma ockerti.,61531373
6153137300000004,Theraphosidae contains the species Thrixopelma ockerti.,61531373
6153137300000005,The Peruvian flame rump was described in 1994.,61531373
6153137900000001,The film Knuckle City was written and directed by Jahmil X.T. Qubeka in 2019.,61531379
6153137900000002,Knuckle City was screened at the Contemporary World Cinema section of the 2019 Toronto International Film Festival.,61531379
6153137900000003,The film Knuckle City was selected as South Africa's entry for Best International Feature Film at the 92nd Academy Awards.,61531379
6153137900000004,Bongile Mantsai played the role of Dudu Nyakama in the film Knuckle City.,61531379
6153137900000005,Sivuyile Ngesi played the role of Goatee in the film Knuckle City.,61531379
6153137900000006,Nomhle Nkonyeni played the role of Ma Bokwana in the film Knuckle City.,61531379
6153137900000007,"The film Knuckle City has a 100% approval rating on Rotten Tomatoes based on 7 reviews, with an average rating of 7.75/10.",61531379
6153137900000008,Film critic Anne T. Donahue gave Knuckle City 3 and a half stars out of four from Globe and Mail.,61531379
6153137900000009,The film Knuckle City received 4/5 stars from Courtney Small in In The Seats.,61531379
6153138300000001,Elnigar Iltebir was born in 1984 and is a United States-based Uyghur politician and activist.,61531383
6153138300000002,The Trump administration appointed Elnigar Iltebir as Director for China in the United States National Security Council in August 2019.,61531383
6153138300000003,"Elnigar Iltebir was born in Ürümqi, Xinjiang in 1984.",61531383
6153138300000004,"In 1992, Elnigar Iltebir moved to Istanbul, Turkey with her family and lived there until she completed her high school education in Kabataş Erkek Lisesi.",61531383
6153138300000005,"Elnigar Iltebir's father, Ablikim Baqi Iltebir, is a well-known Uyghur writer and journalist.",61531383
6153138300000006,Ablikim Baqi Iltebir worked as a middle school teacher from an unknown start date to an unknown end date.,61531383
6153138300000007,"Ablikim Baqi Iltebir was the chief editor in ""Tengritagh Journal"" until an unknown start date, then became the vice-president of ""Urumchi Art Union"" until an unknown start date.",61531383
6153138300000008,Ablikim Baqi Iltebir worked for Radio Free Asia from February 2000 to August 2017.,61531383
6153138300000009,"Ablikim Baqi Iltebir died on August 8th, 2019 at the age of 68.",61531383
6153138300000010,"Elnigar Iltebir completed her Doctor of Philosophy (Ph.D.) in International Security and Economic Policy at University of Maryland, College Park between 2009-2015.",61531383
6153138300000011,Elnigar Iltebir earned a Master's degree in International Security and Political Economy from Harvard Kennedy School between 2005-2007.,61531383
6153138300000012,Elnigar Iltebir received a Bachelor's degree in International Relations from The George Washington University between 2001-2005.,61531383
6153141200000001,"The County Hall in Derby, England was designed by George Eaton of Etwall in the classical style as a shire hall and was completed in 1660.",61531412
6153141200000002,"The County Hall in Derby, England features Tuscan order columns at its corners and five bays at the back of a Cour d'honneur facing onto St Mary's Gate.",61531412
6153141200000003,"The complex of the County Hall in Derby, England was expanded with the completion of judges' lodgings built to a design by John Welch, which were completed in 1811.",61531412
6153141200000004,"The courtroom within the County Hall in Derby, England was the setting for the trial of Betty Sorrel in George Eliot's novel Adam Bede published in 1859.",61531412
6153141200000005,"The County Hall in Derby, England was converted into a library to a design by George Henry Widdows and was completed in 1934.",61531412
6153141200000006,"The County Council moved out of the County Hall in Derby, England to Smedley's Hydro in 1955.",61531412
6153141200000007,"Queen Elizabeth II toured the area around the County Hall in Derby, England on April 1, 2010, accompanied by the Duke of Edinburgh, and had lunch at the Cathedral Quarter Hotel.",61531412
6153141200000008,The building that is now No. 16 St Mary's Gate (the Cathedral Quarter Hotel) was commissioned by the county council in the early 20th century.,61531412
6153141200000009,The building that is now No. 29 St Mary's Gate (Middleton House) was also commissioned by the county council in the early 20th century.,61531412
6153141600000001,"The Government of Canada has less than half of its departments and agencies implementing a Gender-Based Analysis Plus (GBA+) plan, with most stating they lack necessary internal mechanisms.",61531416
6153141600000002,The Government of Canada started its GBA initiative following commitments made at the 1995 World Conference on Women in Beijing.,61531416
6153141600000003,"Prime Minister Justin Trudeau stated during the 2018 G20 Buenos Aires summit that gender impacts are a concern when bringing construction workers into rural areas, particularly due to their predominantly male composition.",61531416
6153141600000004,"The Department of National Defence is using GBA+ to remove bias from procurement processes for various products, including uniforms and aircraft.",61531416
6153141600000005,The Royal Canadian Mounted Police leveraged GBA+ to develop tools enhancing cultural competency and improving responses to gender-based violence (GBV) during staff training.,61531416
6153141600000006,"Minister Carla Qualtrough has stated that the GBA+ framework is essential in ensuring opportunities for businesses owned or led by Canadians from under-represented groups, such as women, Indigenous peoples, and persons with disabilities.",61531416
6153291900000001,"The Lady of Victories, a 1928 MGM silent film, is a fictionalized film short in two-color Technicolor.",61532919
6153291900000002,"Metro-Goldwyn-Mayer's ""Great Events"" series produced the third short film, which began production on November 21, 1927, at the Tec-Art Studio in Hollywood.",61532919
6153291900000003,"The Lady of Victories was credited as the first ""Great Events"" shorts to feature Andre Chotin as art director.",61532919
6153291900000004,"The Lady of Victories featured experimental nighttime exterior scenes, a risky artistic and technical undertaking due to the amount of light needed for proper exposure on Technicolor's film stock.",61532919
6153291900000005,The Lady of Victories accompanied the Charlie Chaplin silent feature The Circus (1928 film) in many theaters during its initial release.,61532919
6153291900000006,"The Lady of Victories has been partially preserved, with 1,000 foot fragments preserved by EYE Film Institute, the George Eastman House, and the UCLA Film and Television Archive.",61532919
6153292800000001,The RT-QuIC assay samples cerebrospinal fluid (CSF).,61532928
6153292800000002,The Centers for Disease Control and Prevention includes a positive RT-QuIC result in its diagnostic criteria for sCJD.,61532928
6153292800000003,The RT-QuIC assay uses fluorescently labelled normally folded prions to indicate when they are misfolded.,61532928
6153293000000001,The ship Hermes was built in Quebec in 1811.,61532930
6153293000000002,She traded widely before she made two voyages as a whaler to the British Southern Whale Fishery.,61532930
6153293000000003,She was wrecked in 1822 during her second voyage.,61532930
6153293000000004,A letter dated 16 May 1812 reported that Hermes had been re-registered at London.,61532930
6153293000000005,"Hermes entered Lloyd's Register (LR) in 1813 with Harvey, master, Haslop, owner, and trade London–Smyrna.",61532930
6153293000000006,"LR for 1816 showed Hermes with W.Moore, master, changing to J.Streffen, Haslop, owner, changing to Douglas & Co., and trade London–West Indies.",61532930
6153293000000007,"On 30 November 1818, Hermes was put into Lerwick, leaky, while sailing from Archangel to London.",61532930
6153293000000008,She had been sailing from Archangel to London when she was found to be leaking.,61532930
6153293000000009,She had had to throw part of her cargo overboard due to the leakage.,61532930
6153293000000010,"LR for 1819 showed Hermes with Bond, master, changing to Taylor, owner Douglas, changing to Gales, and trade London–Havana, changing to London–South Seas.",61532930
6153293000000011,Captain J. Taylor sailed from London on 6 April 1819 as part of his first whaling voyage.,61532930
6153293000000012,Hermes returned to London on 5 September 1820 after her first whaling voyage.,61532930
6153293000000013,"In 1820, Captain Taylor sailed from London bound for the Sandwich Islands for Hermess' second whaling voyage.",61532930
6153293000000014,Hermes was lost on 26 April 1822 in the South Seas during her second whaling voyage.,61532930
6153293000000015,The crew of Hermes were rescued after they were stranded in the South Seas.,61532930
6153293000000016,"Hermes was wrecked on a coral reef in the NW of the Hawaiian Islands, near Pearls Atoll.",61532930
6153293000000017,Hermes was in company with the whaler Pearl when it sank in the same location.,61532930
6153293000000018,The 57 men from both crews were able to land on one of the atoll's small islands after being rescued.,61532930
6153293000000019,They salvaged provisions that enabled them to survive for some months after landing on the island.,61532930
6153293000000020,They also salvaged timbers that they used to build a 30-ton (bm) schooner named Deliverance.,61532930
6153293000000021,Thames sailed by and rescued most of the survivors before Deliverance had been completed.,61532930
6153293000000022,"James Robinson, carpenter on Hermes, who had led the construction, chose to sail Deliverance to Honolulu with eleven other survivors.",61532930
6153293000000023,The James Robinson & Co boat repair company was formed by Robinson and another crewman after surviving the wreck.,61532930
6153293000000024,LL reported on 18 April 1823 that both Hermes and Pearl had been wrecked and that their crews had been saved.,61532930
6153293000000025,Pearl and Hermes gave their name to the Pearl and Hermes Atoll.,61532930
6153293000000026,The wreck of what may have been Hermes or Pearl was discovered on 20 September 2004 at the atoll.,61532930
6153297400000001,"The ship Hermes, launched at Shields in 1797, was purchased by the British Royal Navy in 1798.",61532974
6153297400000002,"The French captured the ship Hermes, launched at Shields in 1797, in 1805.",61532974
6153297400000003,"A ship named Hermes, built in Quebec, made two voyages as a whaler to the British Southern Whale Fishery.",61532974
6153300900000001,Karin Kschwendt and Natalia Medvedeva were defending champions in the tournament this year.,61533009
6153300900000002,"Ruxandra Dragomir and Laura Garrone won the title by defeating Alice Canepa and Giulia Casoni in the final, winning both sets 6–0.",61533009
6153300900000003,The ITF has an official results archive for this tournament.,61533009
6153300900000004,The WTA also has an official results archive for this tournament.,61533009
6153300900000005,Torneo Internazional Femmin di Palermo - Doubles was held in 1994.,61533009
6153301700000001,"Violet Radcliffe, a child actress active during Hollywood's silent era, appeared in at least one film for Pathe.",61533017
6153301700000002,"Violet Radcliffe was born on August 20, 1904, in Niagara Falls, New York.",61533017
6153301700000003,Violet Radcliffe began performing when she was just two months old.,61533017
6153301700000004,Violet Radcliffe played the role of Dirty Face Dan in a number of serials.,61533017
6153301700000005,Violet Radcliffe appeared in at least eighteen films playing boys' roles between 1915 and 1917.,61533017
6153301700000006,Violet Radcliffe specialized in comedies and fairy tales where all actors were under ten years old.,61533017
6153301700000007,"Violet Radcliffe played a series of loveable villains for Majestic, including Dan in The Straw Man, Bilie's Goat, The Little Cupids, and The Little Life Guard (1915).",61533017
6153301700000008,Violet Radcliffe played the role of Al-Talib in Aladdin and the Wonderful Lamp (1917) and Long John Silver in Treasure Island (1918) for Fox.,61533017
6153301700000009,"Violet Radcliffe played Prince Rudolpho in Jack and the Beanstalk alongside Francis Carpenter, Virginia Lee Corbin, and Carmen De Rue.",61533017
6153301700000010,Violet Radcliffe became a regular performer with Carmen De Rue in the Fox Kiddie Features.,61533017
6153301700000011,Violet Radcliffe left the movies at age ten (in 1918).,61533017
6153301700000012,"Violet Radcliffe died on May 4, 1965, in Los Angeles.",61533017
6153304600000001,Altın Gün was founded by bassist Jasper Verhulst.,61533046
6153304600000002,"Altın Gün released their debut album ""On"" in 2018.",61533046
6153304600000003,Golden Gun (AltınGün) was nominated for the 62nd Annual Grammy Awards (2019) in the Best World Music Album category.,61533046
6153304600000004,"Golden Gun's style has been described as a blend of psychedelic, funk rhythms, wah-wah guitars and analogue organs.",61533046
6153307200000001,"Natalie Simpson was born on May 24, 1974.",61533072
6153307200000002,"Natalie Simpson is an American former soccer player who played as a forward for the William & Mary Tribe in college, scoring 81 goals and recording 28 assists during her career.",61533072
6153307200000003,Neaton scored 222 goals in four seasons playing for the Detroit Country Day Yellowjackets high school basketball team.,61533072
6153307200000004,Neaton was an All-State basketball player for the Detroit Country Day Yellowjackets in Michigan.,61533072
6153307200000005,Natalie Simpson was included in the Soccer America All-Rookie Team in 1992 after graduating from college.,61533072
6153307200000006,"Natalie Simpson made her international debut for the United States on January 23, 1995, against Australia in a friendly match.",61533072
6153307200000007,Natalie Simpson scored four goals in six appearances for the U.S. between 1995 and 1998.,61533072
6153307200000008,"Neaton earned her final cap on December 16, 1998, in a friendly match against Ukraine after scoring two goals.",61533072
6153307200000009,Natalie Simpson played club soccer in Japan for two years after graduating from college.,61533072
6153307200000010,Natalie Simpson was inducted into the William & Mary Athletic Hall of Fame in 2008.,61533072
6153307200000011,"Natalie Simpson is a native of Brighton, Michigan, and now resides in Denver.",61533072
6153307200000012,Natalie Simpson has three sons with her husband Jim.,61533072
6153307200000013,"The U.S. soccer team made six appearances in friendly matches between 1995 and 1998, including victories against Australia, Canada, and Ukraine.",61533072
6153317000000001,The Women's March on Portland took place at Tom McCall Waterfront Park in 2017.,61533170
6153317000000002,"The 2017 March for Our Lives Portland rally occurred in Portland, Oregon, in 2018.",61533170
6153317000000003,"In 1857, Portland held its first organized demonstration.",61533170
6153317000000004,"In 2011, the Hands Across Hawthorne protest was held in Portland.",61533170
6153317000000005,"From November 2016 to November 2017, The Oregonian's Shane Dixon Kavanaugh wrote about Portland's protests that descended into violence and chaos despite remaining peaceful.",61533170
6153317000000006,"The March for Science (2017), Trump Free Speech Rally (2017), and George Floyd protests (2020) all occurred in Portland, Oregon.",61533170
6153317000000007,"In 2019, the End Domestic Terrorism rally was held in Portland, Oregon.",61533170
6153317000000008,"The Indigenous Peoples Day of Rage (2020) took place in Portland, Oregon.",61533170
6153437800000001,"Zhao Meng was born on June 28, 1957, in Kaifeng, Henan, China.",61534378
6153437800000002,The Central Academy of Arts and Design where Zhao Meng graduated in September 1982 is located in Beijing.,61534378
6153437800000003,Tsinghua University's Academy of Arts & Design was established in 1999 as a result of the merger between the Central Academy of Arts and Design and other schools.,61534378
6153437800000004,Zhao Meng served as Chair of the Department of Sculpture at the Central Academy of Arts and Design from 1999 to 2005.,61534378
6153437800000005,The Beijing Municipal Government appointed Zhao Meng as an expert advisor.,61534378
6153437800000006,"""The Forever Blossoming Bauhinia"" is a public sculpture created by Zhao Meng in 1997, which was presented as a gift to Hong Kong during its handover from Britain to China.",61534378
6153437800000007,Zhao Meng served as the art director for image and landscape at the Beijing Organizing Committee for the 2008 Summer Olympics.,61534378
6153437800000008,Zhao Meng received the national model worker award during the 2008 Summer Olympics in Beijing.,61534378
6153437800000009,"Zhao Meng published at least five books, including ""Sculpture Art in China"".",61534378
6153437800000010,"The Ministry of Culture of China awarded Zhao Meng multiple awards, including the Achievement in Sculpture award.",61534378
6153437800000011,"Zhao Meng died on July 18, 2019, at the age of 62, while on a business trip in Jiuquan, Gansu.",61534378
6153754700000001,Hem kumar Rai is a Nepali politician and a member of the House of Representatives of the federal parliament of Nepal.,61537547
6153754700000002,He is also a member of the parliamentary Finance Committee.,61537547
6153754700000003,Hem kumar Rai won his seat from the Solukhumbu-1 constituency as a candidate from Communist Party of Nepal (Maoist Center).,61537547
6153754700000004,"He garnered 20,747 votes to Bal Bahadur KC's 17,294 in the election.",61537547
6153754700000005,"After his party united with CPN UML, Hem kumar Rai became the new party's co-incharge for Solukhumbu district.",61537547
6153788700000001,"The women's 800 metres sprint competition of the athletics events at the 1979 Pan American Games took place on July 8 and 9, 1979, at the Estadio Sixto Escobar.",61537887
6153788700000002,Kathy Weston of the United States was the defending Pan American Games champion in the women's 800 metres sprint competition.,61537887
6153788700000003,"The world record for the women's 800 metres sprint was established by Nery McKeen on July 26, 1976, with a time of 1:54.94 minutes and seconds at Montreal, Canada.",61537887
6153788700000004,"The Pan American Games record for the women's 800 metres sprint was established by Alejandra Ramos on an unspecified date in 1967, with a time of 2:02.3 minutes and seconds at Winnipeg, Canada.",61537887
6153788700000005,Julie Brown from the United States finished first in Heat 1 with a time of 2:06.1 minutes and seconds.,61537887
6153788700000006,Anne Morelli from Argentina finished second in Heat 1 with a time of 2:06.2 minutes and seconds.,61537887
6153788700000007,Alejandra Ramos from Mexico finished third in Heat 1 with a time of 2:06.6 minutes and seconds.,61537887
6153788700000008,"Nery McKeen from the United States was eliminated in Heat 1 with a time of 2:07.0 minutes and seconds, failing to qualify for the final.",61537887
6153788700000009,Aurelia Pentón from Canada finished second in Heat 2 with a time of 2:08.9 minutes and seconds.,61537887
6153788700000010,Essie Kelley from the United States finished third in Heat 2 with a time of 2:09.2 minutes and seconds.,61537887
6153788700000011,"Soraya Vieira from Brazil finished seventh in Heat 1 with a time of 2:09.3 minutes and seconds, failing to qualify for the final.",61537887
6153788700000012,Brit Lind from Canada finished seventh in Heat 2 with a time of 2:09.3 minutes and seconds.,61537887
6153788700000013,Helen Blake from Canada finished tenth in Heat 2 with a time of 2:10.2 minutes and seconds.,61537887
6153788700000014,Margit Weise from Austria finished eleventh in Heat 2 with a time of 2:13.8 minutes and seconds.,61537887
6153788700000015,Marcela López from Mexico finished twelfth in Heat 2 with a time of 2:14.3 minutes and seconds.,61537887
6153788700000016,Ileana Hocking from Canada finished thirteenth in Heat 2 with a time of 2:16.8 minutes and seconds.,61537887
6153788700000017,Eugenia Ponce from the United States finished fourteenth in Heat 1 with a time of 2:33.9 minutes and seconds.,61537887
6153788700000018,Angelita Lind from Germany was initially scheduled to compete but failed to show up.,61537887
6153788700000019,"Essie Kelley from the United States won the final with a time of 2:01.2 minutes and seconds, setting a new Pan American Games record.",61537887
6153788700000020,Julie Brown from the United States finished second in the final with a time of 2:01.2 minutes and seconds.,61537887
6153798100000001,Astra Film Corp was an American silent film production company that produced films.,61537981
6153798100000002,Louis J. Gasnier was the president of Astra Film Corp.,61537981
6153798100000003,George B. Seitz co-founded Astra Film Corp with Louis J. Gasnier.,61537981
6153798100000004,"By 1916, Astra Film Corp had started producing films.",61537981
6153798100000005,"After George B. Seitz left Astra Film Corp, it became known as Louis J. Gasnier Productions.",61537981
6153798100000006,"The studio operated in Jersey City, New Jersey before expanding to Fort Lee, New Jersey.",61537981
6153798100000007,"In 1916, Astra Film Corp acquired the Fort Lee studio site at 1 Congress Street from Pathé.",61537981
6153798100000008,Astra Film Corp distributed its films through a partnership with Pathé.,61537981
6153798100000009,Rolin Studio in Los Angeles also collaborated with Pathé on film distribution.,61537981
6153798100000010,The Hands Up serial produced by Astra Film Corp featured an Inca storyline.,61537981
6153798100000011,"Stranded in Arcady, a photoplay film produced by Astra Film Corp, was based on a story by Francis Lynde and starred Irene Castle.",61537981
6153798100000012,Frank Hall Crane directed the adaptation of Francis Lynde's story that became Stranded in Arcady.,61537981
6153798100000013,The Fatal Ring and The Seven Pearls serials were also produced by Astra Film Corp.,61537981
6153798100000014,Arthur Miller worked as an employee for Astra Film Corp.,61537981
6153798100000015,Grace Darmond left Selig to work for Astra Film Corp.,61537981
6153809500000001,The Bieti church of the Mother of God is a ruined Georgian Orthodox church in the Akhaltsikhe Municipality in Samtskhe-Javakheti's south-central region.,61538095
6153809500000002,The Bieti church was built in a domed cross-in-square plan in the latter half of the 14th century.,61538095
6153809500000003,"After the dome collapsed in 1930, only the conch of the sanctuary and pastophoria remained standing.",61538095
6153809500000004,The church is inscribed on the list of Georgia's Immovable Cultural Monuments of National Significance.,61538095
6153809500000005,Dmitry Yermakov is estimated to have been born around 1899.,61538095
6153809500000006,Fragments of the wall paintings from the Bieti church date back to the late 14th century.,61538095
6153809500000007,"The church might have been built in the late 14th century, judging from its style.",61538095
6153809500000008,A chapel was annexed to the north by Zaal Tokhasdze in 1493.,61538095
6153809500000009,The area where the church is located was part of the medieval province of Samtskhe between 1578 and 1829.,61538095
6153809500000010,Dimitri Bakradze and Ekvtime Taqaishvili brought the church to scholarly attention only in the late 19th century.,61538095
6153809500000011,"After the dome collapsed in 1930, the building fell into ruin.",61538095
6153809500000012,"The Bieti church, measuring 11.8 × 17.7 m, was built of dressed stone.",61538095
6153809500000013,The eastern wall still retains fragments of medieval frescoes influenced by the late Byzantine Palaeologan art.,61538095
6153809500000014,One of the inscriptions on the outer walls commemorated the construction of the chapel in 1493.,61538095
6153809500000015,Vakhtang Beridze classifies the church as belonging to a group of the domed churches of medieval Samtskhe.,61538095
6153810800000001,"Marcelo Palacio, an Argentine gymnast born on April 4, 1975, competed in seven events at the 1996 Summer Olympics.",61538108
6153810800000002,The 1996 Summer Olympics took place from July 19 to August 4.,61538108
6153830000000001,"Michael Knaus, an Austrian para-alpine skier and director for the Paralympic division of ÖSV, represented Austria at the 1984 Winter Paralympics.",61538300
6153830000000002,Michael Knaus competed in three events in alpine skiing at the 1984 Winter Paralympics.,61538300
6153830000000003,Michael Knaus won a silver medal in the Men's Slalom LW6/8 event at the 1984 Winter Paralympics.,61538300
6153863900000001,"William Clayton Clayton was an English first-class cricketer and British Army officer, and he died in December 1876.",61538639
6153863900000002,William Clayton Clayton was born at Newcastle upon Tyne on 23 April 1839.,61538639
6153863900000003,"William Clayton Clayton was educated at Harrow School, where he was the captain of the football XI.",61538639
6153863900000004,The Gentlemen of England cricket team made their debut against the Gentlemen of Kent at Canterbury in 1858.,61538639
6153863900000005,William Clayton Clayton appeared for the Gentlemen of England cricket team against the Gentlemen of Kent at Canterbury in 1859.,61538639
6153863900000006,"The Marylebone Cricket Club made two first-class appearances in 1861, with William Clayton Clayton playing against Hampshire and the Gentlemen of Kent.",61538639
6153863900000007,William Clayton Clayton played once for the Marylebone Cricket Club against the Gentlemen of Kent in 1862.,61538639
6153863900000008,William Clayton Clayton purchased the rank of ensign in the 84th Regiment of Foot in May 1859.,61538639
6153863900000009,William Clayton Clayton was promoted to the rank of lieutenant in March 1863.,61538639
6153863900000010,William Clayton Clayton was promoted to the rank of captain in March 1867.,61538639
6153863900000011,The 9th Queen's Royal Lancers recruited William Clayton Clayton as an officer in June 1867.,61538639
6153863900000012,William Clayton Clayton made his final appearance in first-class cricket for the Gentlemen of Marylebone Cricket Club against Kent in August 1867.,61538639
6153863900000013,William Clayton Clayton died in British India during a polo match at Delhi in December 1876.,61538639
6153863900000014,"The Clayton Scholarship was founded at Harrow School, in memory of William Clayton Clayton.",61538639
6153864700000001,"Hans Schack, Count of Schackenborg, was born on 4 March 1676 in Ribe, Kingdom of Denmark.",61538647
6153864700000002,"Otto Didrik Schack inherited the large manors of Schackenborg and Gram in Southern Jutland, and Gisselfeld in Zealand after his grandfather's death in February 1676.",61538647
6153864700000003,"On 23 June 1676, Hans' father, Otto Didrik Schack, was awarded the title of enfeoffed count () at the creation of the County of Schackenborg from the manors of Schackenborg, Sødamgård, Solvig, and Store Tønde.",61538647
6153864700000004,"On 1 July 1683, Hans' father died, and Hans inherited the County of Schackenborg upon his death.",61538647
6153864700000005,"From 1692 to 1701, Hans was educated at the knight academy in Copenhagen that prepared aristocratic youth for state and military service.",61538647
6153864700000006,"In 1695, Hans was made a chamberlain at the Danish court.",61538647
6153864700000007,"On 19 October 1697, Hans was appointed amtmann of the Amt of Riberhus.",61538647
6153864700000008,"On 15 August 1698, Hans was awarded the Order of the Dannebrog.",61538647
6153864700000009,"In 1702, Hans entered into French military service and participated in the Battle of Blenheim in 1704 during the War of the Spanish Succession.",61538647
6153864700000010,"On 22 July 1712, Hans was made a Geheimrat in the privy council.",61538647
6153864700000011,"On 26 October 1716, Hans was awarded the Order of the Elephant.",61538647
6153864700000012,Countess Anne Margrethe Reventlow died on 21 March 1710.,61538647
6153864700000013,Count Frederik August Schack died on 1707.,61538647
6153864700000014,Baroness Louise Schack died in 1707.,61538647
6153864700000015,Count Conrad Schack died in 1709.,61538647
6153864700000016,"Otto Didrik Schack, Hans' son, succeeded him as the 3rd Count of Schackenborg.",61538647
6153864700000017,Anna Sophie Rantzau died after 1711.,61538647
6153864700000018,Baroness Anne Margrethe Schack died on 1720.,61538647
6153869500000001,"St Germanus' Church in Rame, Cornwall, England, UK, has been Grade I listed since 1960.",61538695
6153869500000002,The carved tympanum discovered on the site is believed to date back to Norman times.,61538695
6153869500000003,The church was dedicated to St. Germanus on 15 October 1259 by Bishop Walter Branscombe of Exeter.,61538695
6153869500000004,"The sections of the building dating to this period include the broached spire and upper part of the tower, the north wall of the chancel and north transept.",61538695
6153869500000005,A south transept and tower arch was added later in 1321.,61538695
6153869500000006,The church was enlarged by replacing the south transept with a south aisle and south arcade of Perpendicular style in the 15th century.,61538695
6153869500000007,"A chapel of ease, St Andrew's, was opened in 1878 to serve the village of Cawsand.",61538695
6153869500000008,"Kenelm William Edward Edgcumbe, the 6th Earl of Mount Edgcumbe, carried out a restoration of the church at his own expense between 1883-1885.",61538695
6153869500000009,The work was carried out under the direction of Messrs. Hine and Odgers of Plymouth during this restoration.,61538695
6153869500000010,"Repairs were made to the external walls, including replacing much of the displaced timber on the wagon roof of the south aisle.",61538695
6153869500000011,New stalls of oak and fir were added to the chancel and pews in other parts of the church.,61538695
6153869500000012,Fragments of 15th-century oak seating found under the church's square deal pews were reassembled to form five seats in the south aisle.,61538695
6153869500000013,"A number of inscribed slabs were relaid in the passages, new tiles added to the chancel and sacrarium floors.",61538695
6153869500000014,The church reopened on 22 April 1885 with a crowded service that included a sermon read by Bishop George Wilkinson.,61538695
6153869500000015,"St Germanus' Church is built in rough slate rubble, with granite dressings.",61538695
6153869500000016,"Some of the internal fittings include a 14th-century octagonal font, pews of late 15th-century origin, and a screen made by Herbert Read of Exeter in c. 1930.",61538695
6153869500000017,"Monuments to Mary Ashton (and other family members) date back to 1664, John Batterby (1672), Roger Ashton (1677), Stephen Edwards (1797).",61538695
6153869500000018,"The church has no electricity, gas, or water, and services are lit by candlelight.",61538695
6153909500000001,"Vitaly Rudnitsky, a Belarusian gymnast born on November 29, 1974, competed in the artistic gymnastics event at the 1996 Summer Olympics.",61539095
6153909500000002,"Vitaly Rudnitsky, a Belarusian gymnast born on November 29, 1974, competed in the artistic gymnastics event at the 2000 Summer Olympics.",61539095
6153913900000001,"""The Kids Don't Wanna Come Home"" is a song by Declan McKenna, released as the fifth single from his debut studio album What Do You Think About the Car? on January 11, 2017.",61539139
6153913900000002,"Declan McKenna wrote and produced the song ""The Kids Don't Wanna Come Home"".",61539139
