query_id,mode,query,expected_answer,model_answer,correct_substring,llm_score
3,score,What specific error did Massachusetts Institute of Technology (MIT) officials say Donald Trump made about their climate research in their April 2016 study?,MIT officials said Trump badly misunderstood their research on Paris Agreement effects,"Massachusetts Institute of Technology officials stated that President Trump misunderstood their research when he cited it to justify withdrawing from the global pact to fight climate change in April 2016. This error was highlighted in a Reuters article titled ""Trump misunderstood MIT climate research, university officials say.""",0,0.9
4,score,"When did Elon Musk and Walt Disney CEO Robert Iger specifically announce their resignations from Trump's advisory councils, and what was their stated reason?","Musk and Iger resigned from Trump's advisory councils on May 31, 2017 after Paris accord withdrawal","Elon Musk, CEO of Tesla Inc, and Walt Disney Co CEO Robert Iger announced they would leave White House advisory councils on Thursday following President Donald Trump's decision to withdraw from the Paris climate accord. Their resignations were a response to this particular action taken by the president.",0,1.0
5,score,What specific figure did the Congressional Budget Office report regarding healthcare coverage loss under the Republican healthcare bill in May 2017?,23 million people would lose health insurance coverage by 2026,"Based on Document ID: 0244, The Congressional Budget Office (CBO) reported that a Republican-led bill would result in 23 million people losing healthcare coverage by 2026. This analysis was expected to be released on May 24, 2017.",0,1.0
6,score,What exact statement did Donald Trump make about James Comey to Russian Foreign Minister Sergei Lavrov and Ambassador Sergei Kislyak in the May 2017 Oval Office meeting?,Trump called Comey a 'nut job' and said firing him relieved pressure,"According to Doc ID: 0396, during his meeting with Russia's foreign minister Sergey Lavrov and ambassador Sergey Kislyak in May 2017, President Donald Trump raised the issue of the firing of former FBI Director James Comey. This was done in an attempt to explain why he had been unable to find areas of cooperation between the U.S. and Russia. However, specific words or phrases used by Trump during this discussion are not provided in the document.",0,0.65
7,score,What specific amount of military aid did Donald Trump's administration propose converting from grants to loans in May 2017?,$13.5 billion in military grants proposed for conversion to loans,"Based on the given documents, there isn't a specified amount mentioned for the conversion of military aid from grants to loans by Donald Trump's administration in May 2017. The documents only state that some of the United States' foreign military grants were proposed to be converted into loans as part of an effort to reduce spending on diplomacy and other areas.",0,0.5
8,score,What were the exact terms of the Paris Climate Agreement regarding U.S. emissions reduction commitments for 2025?,26 to 28 percent reduction from 2005 levels by 2025,"The provided documents do not specify the exact terms of the Paris Climate Agreement regarding U.S. emissions reduction commitments for 2025. However, it is mentioned that German Chancellor Angela Merkel described the Paris climate accord as an ""essential"" pact and President Donald Trump decided to pull the United States out of this global agreement.",0,0.3
9,score,What specific communication did Michael Flynn's attorney report to the Senate Intelligence Committee regarding document subpoenas in May 2017?,Flynn began turning over documents to Senate Intelligence Committee,"Based on the available documents, it is not specified which specific communication Michael Flynn's attorney reported to the Senate Intelligence Committee about document subpoenas in May 2017. However, there are several references indicating ongoing negotiations and discussions regarding the matter.",0,0.4
10,score,"What exact amount did Trump's budget proposal seek to cut from Medicaid over 10 years, according to the May 2017 White House budget?",$800 billion cut from Medicaid over 10 years,"The specific document related to the query doesn't mention the exact amount that Trump's budget proposal sought to cut from Medicaid over ten years in the May 2017 White House budget. However, it does indicate that there will be cuts to Medicaid as part of his proposed changes to assistance programs for low-income citizens.",0,0.5
11,score,What specific statement did Pope Francis make to Donald Trump regarding peacemaking during their May 2017 Vatican meeting?,Pope gave Trump olive tree symbolizing peace,"During their May 2017 meeting in Vatican City, Pope Francis urged U.S. President Donald Trump to be a peacemaker after they exchanged sharp words the previous year. This request was part of their discussion during their first face-to-face encounter as leaders.",0,0.0
12,score,What exact figure did the Trump administration propose for the U.S.-Mexico border wall funding in the 2018 budget request?,$1.6 billion requested for fiscal 2018,"The Trump administration proposed $1.6 billion for building a wall along the U.S.-Mexico border as part of the 2018 budget request, according to Document ID: 0174 titled ""Amid opposition, Trump makes low budget request for Mexico border wall.""",0,1.0
13,score,What specific conditions did James Comey state for his testimony before the House Oversight Committee in May 2017?,Comey wanted to speak with Mueller before testifying,The provided documents do not contain any information about specific conditions stated by former FBI Director James Comey for his testimony before the House Oversight Committee in May 2017.,0,0.5
14,score,What exact amount of arms sales did Donald Trump announce with Saudi Arabia during his May 2017 visit?,"$110 billion immediate arms sale, up to $350 billion over 10 years","The documents do not provide an exact amount for the arms sale that President Donald Trump announced with Saudi Arabia during his May 2017 visit. They mention lawmakers' efforts to stop part of the sales, Secretary Tillerson authorizing the State Department to notify Congress about precision-guided munitions for Saudi Arabia, and a historic speech by President Trump in Riyadh. However, none of these documents give a specific amount or figure related to the arms sale.",0,0.0
15,score,What specific comments did Treasury Secretary Steven Mnuchin make about tax reform implementation in May 2017?,Tax reform would focus on economic growth and broadening tax base,"According to the documents, there are no specific statements from U.S. Treasury Secretary Steven Mnuchin regarding tax reform implementation in May 2017 as found among these retrieved records. The comments mentioned revolve around economic growth and bipartisan deals on business taxes but do not detail a direct comment about the exact date of May 2017's tax reforms implementation process.",0,0.4
16,score,What exact statement did John McCain make about Trump's sharing of intelligence with Russian officials in May 2017?,McCain stated Putin posed bigger threat than ISIS,"Based on the given documents, there is no specific statement from Senator John McCain regarding President Trump's alleged sharing of intelligence with Russian officials in May 2017. The closest relevant document (Doc ID: 0338) mentions U.S. Senator Mark Warner criticizing such an action but does not reference a statement by Senator McCain on the subject.",0,0.0
17,score,What specific details did Jared Kushner's attorney provide about his client's willingness to testify about Russian contacts?,Would cooperate with investigators regarding Russian meetings,"Based on the available documents, it is not explicitly stated what specific details Jared Kushner's attorney provided about his client's willingness to testify about Russian contacts. However, one of the documents mentions that a source familiar with the Russia probe says President Trump’s son-in-law, Jared Kushner, is under scrutiny by the FBI in relation to this issue. Additionally, it was reported that Kushner had at least three previously undisclosed contacts with the Russian ambassador and he is also a subject of congressional probes into alleged Russian meddling into the 2016 U.S. election.",0,0.4
18,score,What exact funding cuts did Trump's budget propose for the Environmental Protection Agency in fiscal year 2018?,31 percent reduction in EPA funding,"Based on Document ID: 0239, it is clear that President Donald Trump's administration planned deep cuts to state environmental programs as part of the Environmental Protection Agency’s (EPA) 2018 budget. However, the exact amount or percentage of these proposed funding cuts for the EPA in fiscal year 2018 is not specified in the provided documents.",0,0.6
19,score,What specific statement did Vladimir Putin make about Russian interference in the U.S. election during May 2017?,Putin said some Russians might have acted independently without government involvement,"Based on the available documents, there is no specific statement made by Vladimir Putin directly addressing Russian interference in the U.S. election during May 2017. However, he did comment indirectly about the firing of FBI Director James Comey and its potential impact on US-Russia relations as well as his personal plans regarding a hockey game with fans.",0,0.4
20,score,What exact numbers did the Department of Justice report regarding visa applications from Trump travel ban countries in April 2017?,50 percent reduction in visas from travel ban countries,"The specific document (Doc ID: 0105) states that the United States issued about 50 percent fewer visitor visas to citizens of seven countries covered by President Donald Trump's temporary travel bans in April, compared to previous issuances. However, it does not provide an exact number regarding how many visas were actually issued in April 2
Doc ID: 0105",0,0.8
21,score,What specific comments did Rex Tillerson make about the Paris Climate Agreement implementation in May 2017?,US withdrawal would maintain while seeking new approach,"Based on the provided documents, there are no specific comments made by Rex Tillerson about the Paris Climate Agreement implementation in May ean 2017 as none of the retrieved documents contain this information. The available documents discuss various viewpoints and reactions regarding the Paris climate accord but do not mention any direct statements from Rex Tillerson on its implementation.",0,0.85
22,score,What exact statement did Nancy Pelosi make about Trump's decision to fire James Comey in May 2017?,Called Comey's firing an attempt to stop Russia investigation,"The provided documents do not include any specific statements made by Nancy Pelosi regarding President Trump's firing of FBI Director James Comey in May 2017. The available information primarily discusses reactions from other members of Congress, officials, and media perspectives on the event.",0,0.3
23,score,What specific details did the White House provide about Trump's disclosure of classified information to Russian officials?,Shared ISIS-related threat information,"Based on the retrieved documents, it is evident that there was a situation where President Donald Trump allegedly shared highly sensitive intelligence with Russia's foreign minister about a planned ISIS operation during his time in office. However, the White House has not confirmed these reports as per one of the documents stating they would neither confirm nor deny such claims. The exact details or content of this disclosed classified information are not mentioned in the provided documents.",0,0.65
24,score,What exact figure did the Pentagon report for defense spending increases in Trump's 2018 budget proposal?,"$574.5 billion, 4.6 percent increase from 2017","The provided documents do not specify an exact figure reported by the Pentagon for defense spending increases in Trump's 2018 budget proposal. However, Document ID: 0163 mentions that there is a modest increase despite hawkish rhetoric and campaign promises to rebuild the Navy and increase military funding.",0,0.5
25,score,What specific statement did Chuck Schumer make about the Republican healthcare bill in May 2017?,Called it one of worst policy moves of 21st century,"The given documents do not contain information regarding any specific statement made by Chuck Schumer about the Republican healthcare bill in May 
  2017.",0,0.5
26,score,What exact terms did Trump use to describe NATO allies' defense spending during the May 2017 Brussels meeting?,"Must pay fair share, called current contributions massive amounts owed","In the given documents, there is no specific detail about the exact terms President Trump used to describe NATO allies' defense spending during the May 2017 Brussels meeting. However, it can be inferred from Doc ID: 0106 that he criticized them for not spending enough on defense and described their payments as 'massive'.",0,0.5
27,score,What specific details did Sally Yates provide about her warnings regarding Michael Flynn in her Senate testimony?,Warned Flynn could be blackmailed by Russia,"Sally Yates, the former Acting U.S. Attorney General, warned the White House in January that then-National Security Adviser Michael Flynn had been compromised due to his contacts with Russian officials while serving as a national security adviser during Trump's transition period. She testified about her concerns regarding Flynn's vulnerability to blackmail by Russia based on false statements he made about his interactions with the Kremlin, which were contradicted by U.S. intelligence agencies' assessments of Russian interference in the 2016 election and their attempts to cultivate ties to Trump campaign officials.",0,1.0
28,score,What exact amount did Trump's budget propose cutting from food stamp programs over 10 years?,$192 billion cut over ten years,"The documents do not specify an exact amount that President Trump proposed to cut from the food stamp program over ten years. However, they mention his plans to reduce federal aid for low-income individuals, including changes to other assistance programs. The details of these specific reductions are not provided in the retrieved documents.",0,0.4
29,score,What specific statement did James Mattis make about NATO commitments during the May 2017 meeting?,Reaffirmed commitment while requesting increased spending,"Based on the provided documents, there is no direct mention of any specific statement made by James Mattis about NATO commitments during the May 2017 meeting. The available information focuses mainly on President Donald Trump's support for NATO's mutual defense clause and his clear commitment to defending Europe as conveyed through statements from U.S. National Security Adviser H.R. McMaster, NATO Secretary-General Jens Stoltenberg, a senior White House official, and President Trump himself.",0,0.3
30,score,What exact figures did the State Department report regarding refugee admissions under Trump's travel ban?,Significant reduction in admissions under new policies,"The documents do not provide an exact figure for the number of refugees admitted by the State Department under President Trump’s travel bans. However, it is mentioned that in one year, over 75,000 refugees were approved by a congressional group which was seen as ""roadblocking"" President Trump more than any other.",0,0.0
31,score,What specific comments did Paul Ryan make about the House healthcare bill in May 2017?,Would lower premiums and increase choice,"The documents do not contain any specific statements made by Paul Ryan regarding the House healthcare bill in May 2017. The closest related information can be found from Doc ID: 0475, where it is mentioned that a Republican healthcare bill to repeal and replace major portions of Obamacare cleared a first procedural hurdle in the U.S. House of Representatives. However, this document does not include any comments made by Paul Ryan himself about the bill.",0,0.3
32,score,What exact statement did Emmanuel Macron make about the Paris Climate Agreement after Trump's withdrawal?,Paris agreement cannot be renegotiated,"Emmanuel Macron stated that there would be no renegotiation of the Paris climate accord, following U.S. President Donald Trump's decision to withdraw from the agreement. He also mentioned that while France will continue working with Washington, it is clear that America's interests are likely to be harmed by this withdrawal.",0,0.0
33,score,What specific details did Rod Rosenstein provide about the appointment of Robert Mueller as special counsel?,Appointed Mueller as special counsel after Comey firing,"Based on the documents, there are no specific details available in them regarding what exactly Deputy Attorney General Rod Rosenstein had to say or provide about the appointment of former FBI director Robert Mueller as special counsel to investigate alleged Russian meddling in the 2#163;s election. The provided documents only state that Rosenstein asked for a meeting with the Senate Intelligence Committee, and subsequently named Mueller as special counsel under pressure from Capitol Hill.",0,0.4
34,score,What exact funding cuts did Trump's budget propose for the State Department in fiscal year 2018?,"29.1 percent reduction, $11.5 billion decrease","Based on the information available from Document ID 0165, President Donald Trump proposed deep U.S. spending cuts in Mexico and Central America as part of his budget for fiscal year 2018. However, specific details about exact funding cuts to the State Department were not provided within these documents.",0,0.4
35,score,What specific statement did Mitch McConnell make about the Russia investigation in May 2017?,Special counsel should not impede congressional investigations,"The given documents do not specify a statement made by Mitch McConnell in May 2017 regarding the Russia investigation. However, it can be inferred from Doc ID: 0392 that in March 2017 he supported the subpoena of former Trump adviser Flynn for information related to Russia.",0,0.4
36,score,What exact terms did Trump use to describe U.S.-Saudi relations during his May 2017 Riyadh visit?,Strategic partnership for regional security,"Based on the documents, President Trump's remarks regarding the U.S.-Saudi relationship during his May 2017 visit to Riyadh are not explicitly detailed in the document content provided. However, it can be inferred from Document ID: 0274 that he aimed to reinforce and boost the ""strategic partnership"" between Riyadh and Washington, primarily focusing on security cooperation and their joint fight against extremism.",0,0.8
37,score,What specific details did John Brennan provide about Russian contacts with Trump campaign officials?,Saw contacts between Russian officials and campaign associates,"John Brennan stated that he had noticed contact between associates of Donald Trump's presidential campaign and Russia during the 2016 election (Doc ID: 0157). He mentioned these contacts in an interview with Reuters, indicating his awareness of at least 18 undisclosed calls and emails between members of Trump's campaign advisory team and Russian officials or Kremlin-affiliated individuals during the same period (Doc ID: 0272).",0,0.9
38,score,What exact figure did the White House propose for infrastructure spending in the 2018 budget?,$200 billion federal spending to generate $1 trillion investment,"According to Document ID: 0246, President Donald Trump proposed $200 billion in infrastructure spending over 10 years in his first budget for the year 2018. This information is derived from the document titled ""Trump budget to give first look at infrastructure plan.""",0,1.0
39,score,What specific statement did Justin Trudeau make about the Paris Climate Agreement after Trump's withdrawal?,Canada remained committed despite US withdrawal,"The given documents do not contain any direct quotes or statements from Prime Minister Justin Trudeau regarding the Paris Climate Agreement following President Trump's decision to withdraw. They only indicate that he was among those who were contacted by President Trump in a phone call. For detailed statements, additional sources should be consulted.",0,0.0
40,score,What exact numbers did the Treasury Department report regarding sanctions on Russian entities?,Expanded sanctions for Ukraine and cyber activities,"Based on the given documents, there is no specific information available about the exact numbers of sanctions imposed by the U.S. Treasury Department on Russian entities. The documents do not contain any details regarding this topic. For further inquiries related to sanctions or Russia-related investigations involving President Trump and his connections with foreign individuals, you may refer to different documents such as those mentioning financial records sharing between the U.S. Treasury Department unit fighting money laundering and Senate's investigation into possible ties between Russia and Presidency (Doc ID: 0351), or statements from Steven Mnuchin regarding serious business dealings of President Trump with foreign entities (Doc ID: 0253).",0,0.4
41,score,What specific comments did Jeff Sessions make about his recusal from the Russia investigation?,Recused due to campaign involvement,"The specific comments made by Jeff Sessions regarding his recusal from the Russia investigation are not mentioned in the provided documents. The documents contain various statements about President Trump, Special Counsel appointments, and congressional investigations related to Russia but do not directly address Jeff Session's remarks on this issue.",0,0.25
42,score,What exact statement did Angela Merkel make about U.S.-German trade relations in May 2017?,Germany must take more independent path,"Based on the given documents, none of them specifically mention an exact statement by Angela Merkel regarding U.S.-German trade relations in May 2017. Therefore, we cannot find any specific information from these documents to accurately answer your query about what exact statement she made at that time concerning trade relationships with the United States.",0,0.5
43,score,What specific details did Michael Flynn provide about his contacts with Ambassador Kislyak?,"Declined, citing Fifth Amendment","Based on the given documents, there are no specific details provided regarding what Michael Flynn disclosed about his contacts with Russian ambassador Kislyak. The documents mention that he had previously undisclosed contacts with the Russian officials but do not elaborate on any specifics of these interactions or conversations.",0,0.85
44,score,What exact amount did Trump's budget propose for military spending in fiscal year 2018?,$603 billion total defense spending,"Based on the provided documents, there isn't an exact figure mentioned regarding the total proposed military spending by President Trump's budget for fiscal year 2018. The available information indicates that some cuts are being proposed and changes to foreign military grants into loans as part of a larger effort to slash spending on diplomacy. For more precise figures, we would need additional documents or sources.",0,0.5
45,score,What specific statement did Bernie Sanders make about Trump's Saudi Arabia visit in May 2017?,Criticized arms deal and human rights stance,"The provided documents do not contain any information regarding a specific statement made by Bernie Sanders about President Trump's Saudi Arabia visit in May 2017. The documents only mention actions, intentions, or aspects of the trip related to President Trump and other parties involved.",0,0.5
46,score,What exact terms did Trump use to describe terrorism during his Riyadh speech?,Called for driving out terrorists and extremists,"According to the provided documents, President Trump used strong language to condemn terrorists during his speech in Riyadh. He stated that ""terrorists do not worship God. They worship death."" This emphasizes his stance against Islamist extremism and underscores his call for unity among Arab and Islamic leaders to defeat such ideologies.",0,0.0
47,score,What specific comments did James Clapper make about Russian interference in his May 2017 testimony?,Confirmed extensive Russian election interference,"According to Document ID 0494 titled ""Russian election hacking 'wildly successful' in creating discord: former U.S. lawmaker,"" it is mentioned that Russia succeeded in its goals of sowing discord in U.S. politics by meddling in the 2016 presidential election, which could inspire similar future efforts. However, this document doesn't provide a specific testimony from James Clapper regarding Russian interference.",0,0.5
48,score,What exact figure did the Commerce Department report for trade deficit with Germany?,$64 billion deficit reported,The documents do not mention an exact figure for the trade deficit between the U.S. and Germany.,0,0.3
49,score,What specific statement did Lindsey Graham make about Trump's firing of James Comey?,Would raise questions about investigation integrity,"The provided documents do not contain any statements made by Lindsey Graham regarding President Trump's firing of FBI Director James Comey. Therefore, it is impossible to answer this question with the given information. If more details are available in other sources, they would need to be consulted.",0,0.0
50,score,What exact details did the Justice Department provide about Robert Mueller's appointment scope?,Authorized investigation of Trump-Russia campaign links,"The U.S. Justice Department appointed former FBI Director, Robert Mueller as special counsel to investigate alleged Russian interference in the 2016 presidential election, specifically looking into ""Russian government efforts to influence the 2016 presidential election"". His investigation would also delve into possible collusion between then-candidate Donald Trump and Russia.",0,0.95
51,score,What specific comments did Rex Tillerson make about U.S.-Russia relations in May 2017?,Russia must be accountable while maintaining dialogue,"According to the available documents, there is no explicit mention of specific comments made by Secretary of State Rex Tillerson regarding U.S.-Russia relations in May 2017. However, from Document ID: 0396 titled ""Trump meets Russia foreign minister amid Comey controversy"", we know that Russia's top diplomat met with President Donald Trump and praised the U.S. administration. Also, according to Document ID: 0337 titled ""Tillerson: Trump did not discuss 'sources, methods' in meeting with Russia's Lavrov"", Tillerson stated that during a meeting with Russian Foreign Minister Sergei Lavrov, they didn't discuss sources, methods or military operations. However, this doesn't provide specific comments about U.S.-Russia relations.",0,0.5
52,score,What exact statement did Paul Ryan make about Trump's budget proposal?,Congress would adjust while supporting priorities,"Based on the information from Document ID: 0181, titled ""Paul Ryan sees common ground with Trump budget plan,"" it is stated that U.S. House of Representatives Republican leaders praised President Donald Trump's proposed federal spending budget and said lawmakers would be able to find common ground in its implementation.",0,0.85
53,score,What specific details did Sally Yates provide about Michael Flynn's conduct?,Made false statements about Russian communications,"Based on the given documents, Former Acting U.S. Attorney General Sally Yates warned the White House in January that then-National Security Adviser Michael Flynn had been compromised by Russia. This was stated during her testimony to a Senate panel. A former U.S. Department of Justice official also testified about having multiple meetings and one telephone call with White House officials regarding Flynn's conduct. However, the specific details about what exactly Michael Flynn did were not disclosed in the documents provided.",0,0.0
54,score,What exact amount did Trump's budget allocate for border security in fiscal year 2018?,$2.6 billion for border security and wall,"Based on Document ID: 0174, President Donald Trump requested Congress for $1.6 billion to begin building a wall along the border with Mexico as part of his budget allocation for border security in fiscal year 2018.",0,0.5
55,score,What specific statement did Elizabeth Warren make about Wall Street regulation rollbacks?,Opposed Dodd-Frank rollbacks,"The provided documents do not specify which exact statements were made by Senator Elizabeth Warren concerning the rollback of Wall Street regulations. However, according to Doc ID: 0809, it is noted that under President Donald Trump's fiscal 2018 budget proposal, two Wall Street financial regulators would face cuts or major structural changes.",0,0.3
56,score,What exact terms did Trump use to describe NATO's Article 5 commitment?,Did not explicitly endorse Article 5,"Based on the provided documents, it is not explicitly stated what exact terms President Trump used to describe NATO's Article 5 commitment. However, we can infer that he supports NATO's mutual defense doctrine or clause as mentioned in Document ID: 0091 and Document ID: 0129.",0,0.0
57,score,What specific comments did John Kelly make about homeland security funding?,Defended border security funding increase,"According to Document ID: 0176, U.S. Homeland Security Secretary John Kelly mentioned that he was open to discussing allowing more than 50,000 victims of Haiti’s 2010 earthquake to stay in the United States. However, there is no specific comment made about homeland security funding in this document.",0,0.3
58,score,What exact figure did the Labor Department report for job growth under Trump?,Modest growth in early months,"The given document snippets do not contain any specific figures regarding job growth under President Trump from the U.S. Labor Department. They only discuss aspects of his budget plan, its relation to economic growth, immigration policies, and their potential impacts. To find precise numbers on job growth during his administration, further documents or resources would be needed.",0,0.4
59,score,What specific statement did Marco Rubio make about Russian interference?,Expressed concern about democratic institution interference,The given document snippets do not include any statements made by Marco Rubio specifically regarding Russian interference. Please consult other sources for his exact remarks if available.,0,0.75
60,score,What exact details did Dan Coats provide about intelligence sharing with allies?,Declined to discuss Trump conversations,"According to the document with ID 0324, it is stated that President Donald Trump's alleged disclosure of highly classified information to Russia's foreign minister is unlikely to stop allies who share intelligence with Washington. This indicates a commitment from U.S. allies to continue cooperating and sharing intelligence despite the incident involving Trump's alleged disclosures.",0,0.65
61,score,What specific comments did Ben Carson make about housing program cuts?,Cuts would promote self-sufficiency,"The provided documents do not contain any specific comments made by Ben Carson regarding housing program cuts. The information available pertains to President Trump's proposals to reduce federal aid, criticism from Hillary Clinton, Mick Mulvaney defending budget cuts, roadblocking of Trump's actions concerning refugee resettlement, and an incident at a town hall meeting involving Maxine Waters.",0,0.5
62,score,What exact statement did Nikki Haley make about North Korea sanctions?,Called for stronger North Korea sanctions,"According to Document ID: 0457, the U.S. House of Representatives approved legislation to tighten sanctions on North Korea by targeting its shipping industry and companies that do business with it. However, this document does not provide a specific statement made by Nikki Haley regarding the North Korea sanctions.",0,0.0
63,score,What specific details did Mike Pompeo provide about CIA operations?,Reorganizing for cyber and terrorism focus,"Based on the given documents, there are no specific details provided regarding what former Secretary of State Mike Pompeo disclosed about CIA operations. The available documents discuss concerns about Russia's recruitment attempts during the 2016 U.S. election and the potential leakage within the White House but do not provide information on the particulars that Mike Pompeo might have shared regarding CIA operations.",0,0.75
64,score,What exact amount did Trump's budget propose for education spending?,$9.2 billion reduction,"Based on the provided documents, there is no specific information about the proposed amount for education spending in President Donald Trump's budget. The documents mention general plans for infrastructure spending, cuts to government programs, and proposals for transportation policies, but they do not provide details regarding education funding.",0,0.5
65,score,What specific statement did Al Franken make about Jeff Sessions' testimony?,Questioned accuracy of Russian contact descriptions,"Based on the documents provided, there is no specific information given about what statement Al Franken made regarding Jeff Sessions' testimony. The documents discuss other politicians like Maxine Waters and James Comey but do not provide details about any comments made by Al Franken in relation to Jeff Sessions' testimony.",0,0.0
66,score,What exact terms did Trump use to describe China's trade practices?,Unfair practices and currency manipulation,"The given documents do not contain specific language or direct quotes from President Donald Trump describing China's trade practices in explicit terms. However, they indicate that there have been discussions around trade issues with China, including promises to take a firm line on various topics during ambassadorial appointments and the mention of business deals worth 'billions'.",0,0.25
67,score,What specific comments did Betsy DeVos make about education funding?,Supported school choice and vouchers,"Based on the retrieved documents, there are no direct quotes or specific comments made by Betsy DeVos regarding education funding. The documents focus more on her interactions during commencement speeches at historically black universities (Doc ID: 0721 and Doc ID: 0720) as well as a scenario where students reacted negatively to President Trump's proposal for budget cuts in governance (Doc ID: 0100). However, these documents don't provide any specific comments made by DeVos about education funding.",0,0.65
68,score,What exact figure did the EPA report for environmental regulation costs?,Major regulation reductions proposed,"Based on the provided documents, there is no specific figure reported by the Environmental Protection Agency (EPA) regarding environmental regulation costs. The documents discuss plans for budget cuts, industry recommendations to ease regulatory requirements, and a buyout program, but they do not provide an exact cost figure associated with environmental regulations.",0,0.0
69,score,What specific statement did Chuck Grassley make about judicial nominations?,Called for Comey firing investigation,"Based on the available documents, there is no specific information regarding any statements made by Senator Chuck Grassley concerning judicial nominations. The given documents mainly discuss topics related to the FBI's potential investigation of President Trump, a special prosecutor being appointed for an investigation into Russia's involvement in the 2016 U.S. presidential elections, Judge Merrick Garland's lack of interest in serving as FBI director, and allegations of surveillance during Obama's administration.",0,0.0
70,score,What exact details did H.R. McMaster provide about Trump's foreign policy?,Defended Russian intelligence sharing,"H.R. McMaster, as U.S. National Security Adviser, provided several specific details regarding President Donald Trump's foreign policy. He confirmed that President Trump backed NATO’s mutual defense doctrine, known as Article 5 (Doc ID: 0091). He also clarified reports about attempts to set up a secret channel of communication with Russia before the president took office (Doc ID: 0086).

McMaster held a press conference where he labelled the Washington Post article about this incident as 'fake news' and confirmed it was inaccurate (Doc ID: 0674). In another instance, McMaster explained that Trump's comments to Russia were aimed at cooperation, particularly explaining his reasons for firing his FBI director during a meeting with Russia’s foreign minister (Doc IDs: 0224 & 0321).

McMaster further stated that President Trump did not have an inappropriate conversation or one that caused a lapse in national security, as some reports suggested.",0,0.75
71,score,What specific comments did Rick Perry make about energy department cuts?,Increased fossil fuel and nuclear support,"The documents do not contain any information about specific comments made by Rick Perry regarding energy department cuts. The available information pertains to other individuals such as Trump's budget chief Mick Mulvaney, Navy SEAL Carl Higbie and White House budget director Mick Mulvaney in different contexts.",0,0.25
72,score,What exact statement did Dianne Feinstein make about intelligence leaks?,Concerned about investigation leaks,"Based on the available documents, it is not possible to find an exact statement made by Senator Dianne Feinstein regarding intelligence leaks. However, in one of the document snippets (Doc ID: 0615), there is a mention that Nancy Pelosi referred to NRA as part of Intelligence Committee, but no specific details about Senator Feinstein's statements on intelligence leaks are given.",0,0.3
73,score,What specific details did John McCain provide about defense spending?,Requested higher than proposed defense budget,"Based on the provided documents, there are no specific details given by John McCain regarding defense spending. The information relates more to President Trump's budget proposal for national defense, which includes an increase in spending but falls short of campaign promises to rebuild the Navy and a ""historic"" increase.",0,0.0
74,score,What exact amount did Trump's budget propose for veterans' programs?,6 percent increase,The given documents do not contain specific information about the exact amount proposed in President Donald Trump's budget for veterans' programs.,0,0.5
75,score,What specific statement did Bob Corker make about foreign relations?,Warned about damaged allied relationships,"Based on the available documents, Senator Bob Corker made no specific statements about foreign relations that are included in these documents. The document with his ID (0125) does not include any statement from him.",0,0.3
76,score,What exact terms did Trump use to describe Iran's nuclear program?,Worst deal ever signed,"Based on the given documents, there is no specific information about what exact terms President Trump used to describe Iran's nuclear program. The documents focus more on his policies towards Iran regarding financial support for militias, military backing of Arab strongmen, and driving out Islamist extremists. However, these do not provide a direct description or terminology specifically related to Iran's nuclear program.",0,0.2
77,score,What specific comments did Jeff Sessions make about immigration enforcement?,Ordered stricter immigration enforcement,"Based on the available documents, there are no specific comments made by Jeff Session about immigration enforcement as none of them mention him directly relating to this topic. To give you an accurate response, I would need more context or additional source material that mentions Jeff Sessions and his views on immigration enforcement specifically.",0,0.4
78,score,What exact figure did HHS report for healthcare enrollment numbers?,Decreased enrollment reported,"The documents do not provide an exact figure reported by HHS (Health & Human Services) regarding healthcare enrollment numbers. The available information is more focused on the impact of legislative changes, including potential loss in coverage under different bills and budget cuts affecting Medicaid.",0,0.0
79,score,What specific statement did Susan Collins make about Medicaid cuts?,Opposed deep Medicaid cuts,"Based on the given documents, there doesn't seem to be any specific statement made by Susan Collins regarding Medicaid cuts in these particular sources.",0,0.0
80,score,What exact details did James Mattis provide about military readiness?,Readiness as top priority,"Based on the provided documents, it's not specified what exact details Secretary of Defense James Mattis gave regarding military readiness. However, one document states that in an interview he expressed no concerns about the Trump administration’s handling of classified information, which could indirectly suggest a focus on maintaining high standards for military readiness and security.",0,0.5
81,score,What specific comments did Ben Cardin make about diplomatic relations?,Criticized diplomatic approach damage,"Based on the given documents, there are no direct references to specific comments made by Ben Cardin about diplomatic relations. The information in these documents focuses primarily on interactions between President Trump, his son-in-law Jared Kushner, and other international figures like Australian Prime Minister Malcolm Turnbull and former U.S. President Barack Obama. However, the documents do touch upon broader topics of diplomacy such as back-channel communications with Russia, setting common ground in meetings between world leaders, and implementing an ""America First"" agenda in foreign policy. For a more detailed understanding or specific comments from Ben Cardin on diplomatic relations, additional research would be necessary.",0,0.0
82,score,What exact statement did Tom Cotton make about intelligence gathering?,Supported enhanced surveillance,The provided documents do not contain an explicit statement from Tom Cotton regarding intelligence gathering.,0,0.3
83,score,What specific details did Mike Pence provide about healthcare reform?,Promoted healthcare reform plan,The provided documents do not mention any specific details from Mike Pence regarding healthcare reform. Please refer to other sources for this information.,0,0.0
84,score,What exact amount did Trump's budget allocate for NASA?,Maintained with exploration focus,"Based on the given documents, there is no specific information regarding the exact amount allocated by President Donald Trump's budget for NASA in those documents. Please refer to other sources or additional documents for this particular detail.",0,0.8
