query_id,mode,query,expected_answer,model_answer,correct_substring,llm_score
4,score,What specific action did Trump take regarding the Paris climate agreement?,Withdrew from the agreement,"Based on the given documents, President Donald Trump decided to withdraw the United States from the landmark global climate agreement known as the Paris Agreement in 2015. This decision was met with various responses, including anger and condemnation from allies, according to document ID: 0001.",0,1.0
5,score,What was James Comey's role before being fired?,FBI Director,"Before being fired, James Comey served as the Director of the FBI. The controversies over his handling of certain investigations led to President Trump firing him from that position. His dismissal was seen by some as inevitable due to various issues surrounding his leadership.",0,1.0
6,score,How did European leaders respond to Trump's NATO meeting?,Expressed disappointment over Article 5 stance,"European Union officials did not conceal their lingering differences with U.S. President Donald Trump after he offered assurances on security during the NATO summit in Brussels, according to Document ID: 0119 titled ""Trump talks trade with EU, varied differences remain.""",0,1.0
7,score,What was the main point of disagreement between Trump and Merkel?,NATO spending and trade deficit,"The primary disagreement between President Donald Trump and Chancellor Angela Merkel centered around Germany's trade and spending policies, which Trump criticized as ""very bad"" in his tweet. This criticism intensified an already existing row between the two allies. However, despite these tensions, it was reported that they generally get along well and see each other as important partners.",0,1.0
8,score,What happened to Michael Flynn regarding the Russia investigation?,"Declined Senate subpoena, resigned as national security adviser","Michael Flynn, former National Security Adviser under President Trump, faced investigations related to possible Russian interference in the U.S. political system by the Senate Intelligence Committee. Despite initially refusing to comply with a subpoena from the committee demanding documents for its investigation on March 12, Flynn later informed the panel that he would begin turning over some of these documents. However, as of April 5, negotiations between the Senate panel and Flynn regarding the acquisition of certain documents were still ongoing.",0,0.0
9,score,What was the response of world leaders to Trump's Paris agreement decision?,Called it deeply disappointing,"World leaders, including German Chancellor Angela Merkel, French President Emmanuel Macron, Canadian Prime Minister Justin Trudeau, and British Prime Minister Theresa May, as well as Democratic members of Congress expressed disappointment over U.S. President Donald Trump's decision to withdraw from the Paris climate accord. The mayor of Paris also condemned this decision.",0,1.0
10,score,What did Trump say about Comey to Russian officials?,Called him a nut job and crazy,"According to document ID:0238 from The New York Times, President Donald Trump informed Russian officials at the White House that dismissing FBI Director James Comey had relieved ""great pressure"" he was facing due to an ongoing investigation.",0,0.0
11,score,What were Kushner's reported contacts with Russia?,Three undisclosed contacts with Russian ambassador,"Kushner was reportedly involved in at least three previously undisclosed contacts with the Russian ambassador to the United States before President Trump took office, as stated in Document ID: 0087. Additionally, there were discussions about how senior Russian intelligence and political officials planned to influence Donald Trump through his advisers according to American spies' information gathered last summer (Document ID: 0136). Furthermore, Jared Kushner is also under scrutiny by the FBI in Russia probe for undisclosed contacts with Russians during President Trump's campaign as stated in Document ID: 0103.",0,1.0
12,score,How many U.S. jobs would the Paris deal affect according to Trump?,Millions of jobs,The given documents do not provide specific information about how many U.S. jobs President Trump claimed the Paris climate agreement would impact. Please refer to other sources for this particular data.,0,0.0
13,score,What was the reaction of Goldman Sachs CEO to Paris withdrawal?,Called it a setback for environment,"Goldman Sachs Group Inc Chief Executive Officer Lloyd Blankfein criticized the United States' decision to leave the Paris climate deal, as stated in his first message on Twitter since joining the platform. This information is found in Document ID: 0012.",0,0.5
14,score,What did Macron say to Trump about the Paris accord?,Said Paris accord cannot be renegotiated,"President Emmanuel Macron told U.S. President Donald Trump that he could not renegotiate the Paris climate deal. Despite this, France would continue working with Washington as stated in Doc ID: 0018 of Reuters.",0,0.5
15,score,When did Flynn decline the Senate subpoena?,"May 22, 2017","Michael Flynn declined the Senate subpoena on Monday, as stated in Doc ID: 0193 titled ""Flynn declines Senate subpoena in Russia probe."" The document also mentions that he was investigating possible Russian interference in the 2016 U.S. election.",0,1.0
16,score,What was the size of the arms deal with Saudi Arabia?,$110 billion,"The exact size of the arms deal between the United States and Saudi Arabia is not specified in any of the provided documents. However, it is mentioned that there was significant legislation introduced to stop at least part of the sale by U.S lawmakers (Doc ID:0110).",0,0.0
17,score,How did Turkey respond to US after the Washington street brawl?,Summoned US ambassador,"Turkey responded to the incident by summoning the U.S ambassador in Ankara, as mentioned in Document ID: 0202 titled ""Turkey summons U.S envoy over Washington street brawl"". This action was taken to protest the treatment of Turkish security officials during their visit for President Tayyip Erdogan's last week.",0,1.0
18,score,What did Putin say about election interference?,Russians might have acted independently,"Based on the given documents, former CIA Director John Brennan revealed that Russia was attempting to interfere in the U.S. presidential elections last summer (Doc ID: 0123). CBS also reported that Russian President Vladimir Putin did not directly address election hacking when asked about it but mentioned going for a hockey game with fans instead, which could be seen as dismissive of the issue (Doc ID: 0724). Furthermore, Russia's efforts to meddle in U.S. politics have been deemed successful and inspiring for future attempts by an anonymous former lawmaker (Doc ID: 0494), while a senior Democrat on the U.S. Senate Intelligence Committee declared it as one of the top global threats (Doc ID: 0386). Finally, despite firing FBI Director James Comey who was investigating possible Russian interference, Putin claimed that his decision would not impact U.S.-Russia relations (Doc ID: 
 0400).",0,1.0
19,score,What were the terms of U.S. commitment in Paris agreement?,26-28% emissions reduction by 2025,"The documents do not specifically detail the terms of the U.S.'s commitment to the Paris Agreement. However, they indicate that President Obama was confident about the U.S. moving in the right direction regarding climate change (Doc ID:0430). Former French ambassador noted that the agreement does not infringe on U.S. sovereignty (Doc ID: 0063), implying a commitment to the terms of the Paris Agreement.",0,0.0
20,score,How much would EPA budget be cut under Trump's proposal?,31 percent reduction,"Based on the information from Document ID 0239, it is clear that President Donald Trump’s administration plans significant reductions to state environmental programs as part of deep cuts in the EPA's budget for 2018. However, the exact amount of these proposed cuts are not provided in this document or any other documents given here.",0,0.0
21,score,What did McMaster say about Trump's NATO stance?,President supports Article 5,"According to several documents, National Security Adviser HR McMaster made statements regarding President Donald Trump's position on NATO. In one instance (Doc ID: 0091), he stated that ""of course"" President Trump supports NATO Article 5, which refers to the mutual defense doctrine of NATO. Another document (Doc ID: 0321) mentioned that McMaster clarified that President Trump did not have an inappropriate conversation or one that caused a lapse in national security. Additionally, a senior White House official confirmed Trump's united stance with other NATO countries for defending all members of the Western military alliance (Doc ID: 0129).",0,1.0
22,score,When was Comey scheduled to testify before Senate?,June 8,"Former FBI Director James Comey was scheduled to testify before the Senate Intelligence Committee on June 8, as per the document with ID 0003. He also had an invitation from the committee's chairman for a closed hearing on Tuesday (document ID 0399), and agreed to testify in a public session (document ID 0225).",1,1.0
23,score,What was China's stance after U.S. left Paris agreement?,Committed to continue implementation,"Based on the given documents, there is no specific information about China's reaction to the U.S.' withdrawal from the Paris Agreement. The available documents only mention reactions and criticisms from other world leaders, members of Congress, and former President Obama. To find out China's stance, we would need to search for additional sources that directly quote or refer to China's response to this situation.",0,0.0
24,score,How did Rex Tillerson respond to Manchester intelligence leaks?,US takes full responsibility,"Rex Tillerson responded to the Manchester intelligence leaks by holding a press conference, as per Document ID: 0674 titled ""BREAKING! H.R. McMaster Explains Why Washington Post Hit Piece On Trump Was Fake News [Video]"". He reconfirmed that the Washington Post article was fake news and highlighted his concern about leaks within the White House after meetings with foreign officials.",0,0.0
25,score,What happened to Kathy Griffin after Trump photo controversy?,CNN terminated her contract,"Based on the retrieved documents, following the controversy over a photograph where Kathy Griffin held up what appeared to be President Trump's decapitated head, there were significant consequences for her career. CNN terminated their contract with Griffin and fired her from hosting its annual New Year’s Eve broadcast. This decision was made after she faced strong criticism for the photo shoot conducted by controversial photographer Tyler Shields. The graphic images upset many viewers, including President Trump's son Barron.",0,1.0
26,score,What did Vatican officials say about Paris agreement withdrawal?,Called it a disaster for everyone,"Vatican City, under Pope Francis' leadership, strongly supported the Paris climate change deal. If the U.S. were to exit from this agreement, Vatican officials would view it as an insult or 'slap in the face'. They believe that such a move could have disastrous consequences for everyone involved (Doc ID: 0032).",0,1.0
27,score,How many Americans were being held in North Korea?,Four Americans,"The provided documents do not contain specific information about how many Americans are currently being held in North Korea. For an accurate count, it may be necessary to look at official statements or reports from sources such as the U.S. Department of State or news outlets with access to updated information on this matter.",0,0.0
28,score,What did Trump tell Middle East leaders about Iran?,Must stop funding terrorists and militias,"Based on the given documents, President Donald Trump told Middle East leaders to unite in defeating Islamist extremists and urged them to do their part in combating terrorism. He also demanded that Iran immediately cease its military support for what he referred to as ""terrorists and militias"" and criticized Iranian Foreign Minister Mohammad Javad Zarif after a speech and arms deal with the country.",0,1.0
29,score,What changes did Trump propose to Medicaid?,$800 billion in cuts,"According to Document ID 0221 from The Washington Post, President Donald Trump's budget proposal included cuts to Medicaid as well as proposing changes to other assistance programs for low-income citizens. However, the specific details of these proposed changes were not mentioned in this document.",0,0.0
30,score,How did Merkel describe the Paris climate accord?,Called it essential,"According to Document ID: 0027, Chancellor Angela Merkel described the Paris climate accord as an ""essential"" pact.",0,1.0
31,score,What was Trump's response to North Korea missile tests?,All options are on table,"Based on the retrieved documents, there is no direct quote or detailed information about President Trump's specific response to North Korea's latest missile test in these documents. However, it can be inferred that he maintains an open stance towards dialogue with North Korean leader Kim Jong Un under certain conditions (as per Doc ID: 0532) and believes China could exert more influence on North Korea to curb its nuclear program (Doc ID: 0514). But for a detailed account of Trump's response to the missile tests, additional information not present in these documents would be required.",0,1.0
32,score,What did James Comey document about Trump meetings?,Trump asked to end Flynn investigation,"James Comey, the former FBI Director, documented conversations he had with his superiors in both the Trump and Obama administrations regarding his dealings with them. Additionally, it is suggested that there may have been recordings of their meetings as hinted by a veiled threat from President Trump towards James Comey.",0,0.5
33,score,What did Turkish President Erdogan's bodyguards do in DC?,Attacked protesters,"Based on the information from the document titled ""Turkey summons U.S. envoy over Washington street brawl,"" during Turkish President Erdogan's visit to Washington, there was an incident where Turkish security officials were involved in a confrontation with protestors. This led to Turkey summoning the US ambassador to protest their treatment.",0,1.0
34,score,How many votes were needed to pass healthcare reform?,50 votes plus Vice President,"Based on the retrieved documents, it's not explicitly stated how many votes were needed to pass healthcare reform in each document. However, we can deduce from Doc ID: 0511 that Republicans still lacked enough votes at least by Tuesday of the same week as the document was written. Without a specific number given for the vote requirement or knowing when this document was created relative to other documents' dates, an exact answer cannot be provided.",0,0.0
35,score,What happened to Trump's travel ban in court?,Fourth Circuit Court blocked it,"The legal challenges against President Donald Trump’s temporary travel ban, which targeted individuals from some Muslim-majority countries, were intensified when two U.S. appeals courts revisited the issue the following week. The judges scrutinized whether the ban was discriminatory and how it related to Trump's presidential powers.
In a significant setback for President Trump, one of the appeals court refused to reinstate his travel ban, labeling it as prejudiced against Muslims. Despite revisions made by Trump to his original order, critics still viewed the updated version as discriminatory and thus unconstitutional. As a result, the matter escalated towards the Supreme Court for further deliberation, where the fate of the travel ban would be decided by the conservative-majority bench. The U.S. Justice Department lawyer faced tough queries from federal appeals court judges regarding Trump's temporary ban on travelers from six predominantly Muslim countries.",0,0.0
36,score,What did former CIA chief Brennan say about Russia?,Saw evidence warranting investigation,"Former CIA Chief John Brennan expressed concerns over contacts between American individuals and Russian officials during the 2016 U.S. election, believing there were enough interactions to warrant serious consideration (Doc ID: 0124). He also noted that he observed connections between associates of Trump's presidential campaign and Russia throughout the election (Doc ID: 0157). Furthermore, Brennan revealed his worries grew as these contacts continued.",0,1.0
37,score,How much was the U.S. trade deficit with Germany?,Massive deficit according to Trump,"The provided documents do not contain specific information regarding the amount of the U.S. trade deficit with Germany. However, it is implied that there is a desire to lower this deficit as per President Trump's comments in one of the documents. For an accurate figure on the U.S.-Germany trade deficit, additional sources would need to be consulted.",0,0.0
38,score,What did Trump say about NATO members' spending?,Not paying fair share,"Based on the retrieved documents, President Trump expressed concern over the defense spending of NATO allies. He intensified his accusations that these countries were not contributing enough financially towards their own defense (Doc ID: 0106). During a meeting with NATO members at the headquarters in Brussels, he scolded them for not paying their fair share and emphasized on the necessity of them to contribute more significantly to their financial requirements (Doc IDs: 0602, 0600).",0,1.0
39,score,What changes were proposed to food stamp program?,$200 billion reduction,"The documents do not explicitly mention any specific changes to the Food Stamp Program (SNAP). However, one document mentions ""welfare reform"" with an emphasis on returning ""welfare-to-work,"" which might imply a potential change in how benefits are administere. Still, further information would be necessary for a more precise answer.",0,0.0
40,score,What was the response to Kushner's back-channel proposal?,Raised serious concerns,"The documents indicate that there were reports about Jared Kushner, senior White House aide and son-in-law of Donald Trump, attempting to set up a secret channel of communication with Russia before President Trump took office. However, the specific response or actions taken in response to these reports are not detailed within the given document excerpts.",0,0.0
41,score,How many FBI agents did Comey say Trump requested?,Loyalty pledge request documented,"The provided documents do not give specific information about how many FBI agents Director James Comey asked President Donald Trump to request for his investigation into Russian interference in the 2016 presidential election. However, it is mentioned that Comey had sought additional funding and personnel for this probe before he was fired.",0,0.0
42,score,What happened at Trump's meeting with Pope Francis?,Discussed climate change and peace,"At their first meeting, Pope Francis urged President Donald Trump to be a peacemaker after they had exchanged sharp words in the previous year. The Pope also delivered an environmental letter to Trump during this time.",0,1.0
43,score,What did Palestinian leaders say about Trump's visit?,Hoped for useful meeting,"Based on the available information from the documents, there is no direct statement or comment from the Palestinian leaders regarding President Donald Trump's visit mentioned in the given documents. However, it can be inferred that they met with him during his trip as stated in Doc ID: 0483. More specific details about their reaction or comments would require additional information not provided in these document excerpts.",0,1.0
44,score,How many countries signed the Paris climate agreement?,195 nations,"Based on the documents, it is not specified exactly how many countries signed the Paris Climate Agreement. However, we know that Germany, France, EU, UN were all involved in discussions or responses related to the agreement after the U.S. withdrew from it.",0,0.0
45,score,What was the U.S. contribution to NATO before Trump?,22% of budget,"Based on the provided documents, there is no explicit information about the specifics of the U.S. contribution to NATO prior to President Trump's term in office. These documents only discuss his stance and actions regarding NATO during his presidency. However, it is clear that he has expressed dissatisfaction with certain aspects of the alliance, particularly concerning defense spending by member countries.",0,0.0
46,score,What did Saudi Arabia say about Qatar?,Disputed Qatar claims,"The provided documents do not contain information regarding Saudi Arabia's stance or comments on Qatar. The documents mostly focus on U.S.-Saudi relations, President Trump's visit to Saudi Arabia, as well as arms deals and strategic partnerships between the two countries.",0,0.0
47,score,How many missiles did North Korea test?,Multiple tests in 2017,"Based on the information available in the document with Doc ID: 0686, we know that North Korea conducted a newly developed mid-to-long range missile test; however, the exact number of missiles tested is not specified within these documents.",0,1.0
48,score,What was Trump's stance on China currency manipulation?,No longer calling China currency manipulator,"The provided documents do not contain information about President Trump's stance on China currency manipulation. The topics covered in these documents include his views on U.S.-China relations, trade disputes, North Korea, and investment reviews. For accurate information regarding his position on China currency manipulation, please refer to other sources.",0,0.0
49,score,What did Sessions say about Russian meetings?,Did not recall specific conversations,"The given documents do not contain any information about what Sessions specifically said about Russian meetings. The content focuses mainly on President Trump, his administration's interactions with Russia, and related hearings or discussions. Therefore, without additional documentation, we cannot accurately provide a statement from Sessions regarding the Russian meetings based on the provided documents.",0,0.0
50,score,How many executive orders did Trump sign in first 100 days?,More than 30,"The provided documents do not specify the exact number of executive orders President Trump signed during his first 100 days in office. However, one can be identified from the document with ID: 0370 where it is mentioned that he signed an order to upgrade government cyber defenses. For a complete count and details about other orders if any, further information would be required.",0,0.0
51,score,What did Ivanka Trump say about Paris agreement?,Remained silent publicly,"Based on the provided documents, there is no information available regarding what Ivanka Trump said about the Paris Agreement.",0,0.0
52,score,How many jobs would be lost due to EPA cuts?,"5,263 jobs","Based on the given document, specifically Doc ID: 0005 titled ""U.S. environmental agency to offer buyouts to cut staff,"" it is indicated that President Donald Trump's administration plans to reduce staff through a buyout program at the U.S. Environmental Protection Agency (EPA). However, the exact number of jobs that would be lost due to these EPA budget cuts is not specified in any of the provided documents.",0,0.0
53,score,What was GOP response to healthcare bill analysis?,Expressed serious concerns,"Based on the provided documents, Republicans in both chambers of Congress had differing responses to their party's proposed healthcare legislation over time. Initially, there was internal discord among House Republicans about crafting a bill to replace Obamacare (Affordable Care Act). However, after months of disagreement and making changes to the proposal, such as providing $8 billion over five years for certain states with high-risk insurance pools, some Republican lawmakers began supporting their party's healthcare plan.

In a procedural victory, the House Rules Committee approved a Republican healthcare bill, paving the way for debate and a planned vote on the legislation. A key procedural hurdle was cleared in the U.S. House of Representatives when a rule guiding the debate passed. Finally, with changes to provide funding support, three more GOP lawmakers threw their support behind the plan.",0,0.0
54,score,What did Trump say about Middle East peace?,Harder than expected,"Based on the given documents, President Donald Trump expressed several views regarding Middle East peace during his visits to Israel. Firstly, he urged regional leaders to work together for peace upon arriving in Tel Aviv. Secondly, while hosting Palestinian President Mahmoud Abbas, he vowed to do ""whatever is necessary"" to broker peace between Israel and the Palestinians. Additionally, Israeli Prime Minister Benjamin Netanyahu expressed hope that Trump's visit would be a milestone for achieving regional peace. U.S. Secretary of State Rex Tillerson also stated that President Trump was ready to engage personally in Middle East peace if necessary efforts were made by Israeli and Palestinian leaders.",0,1.0
55,score,How much would State Department budget be cut?,29% reduction,"The provided documents do not specify an exact amount by which the State Department's budget would be cut under President Trump's proposal. However, they indicate that there are efforts to significantly reduce spending on diplomacy, foreign military grants (which could indirectly affect the State Department), and programs like 'countering violent extremism'. The proposed reductions in U.S. foreign aid spending for Mexico and Central America may also have implications for the State Department's budget.",0,0.0
56,score,What did NSA director say about Trump request?,Never felt pressured,"The documents do not provide specific details regarding what the NSA Director said or replied to President Trump's requests concerning Russia. The closest related document mentions that U.S. National Intelligence Chief Dan Coats declined to comment about any possible request from President Trump asking for help in denying collusion between his campaign team and Russia (Doc ID: 0179). However, the details of what was discussed or decided upon during their interactions are not provided in these documents.",0,0.0
57,score,What was the voter turnout in Iranian election?,73% turnout,"Based on the provided documents, there is no specific information about the voter turnout in an Iranian election. The documents discuss various topics such as U.S. sanctions on Iran, Trump's Mideast vision, fear among students due to travel bans, Iran's military buildup from nuclear deal funds, and a case of illegal alien voting cover-up in Virginia. However, none of these documents provide information about the voter turnout in an Iranian election.",0,0.0
58,score,How did Wall Street react to Comey firing?,Markets dropped briefly,"Based on the given document snippets, there is no direct information available about how Wall Street reacted to the firing of former FBI Director James Comey by President Trump. For more detailed insights into this matter, further research would be required.",0,0.5
59,score,What did U.N. say about Syria chemical attack?,Confirmed chemical weapons use,"The given documents do not contain specific information regarding the United Nations' comments on any chemical attacks in Syria. The closest related document (Doc ID: 0401) mentions that President Donald Trump urged Russia to ""rein in"" Syrian President Bashar al-Assad, but it doesn't provide a detailed reaction from the UN about a particular chemical attack.",0,0.0
60,score,What was Israel's response to arms deal with Saudis?,Expressed muted concern,"Israel expressed muted concern over the U.S.-Saudi arms deal, as mentioned in Doc ID: 0215 titled ""Israeli minister expresses concern over U.S.-Saudi arms deal."" This reaction was communicated during a visit to the region by the then U.S. President.",1,1.0
61,score,How many refugees did Trump want to admit?,"50,000 maximum","Based on the provided documents, there is no specific information about how many refugees President Trump wanted to admit. The available content focuses on various aspects of immigration policies, detention beds funding, Haitian victims' status, and a related video petition but does not provide details regarding President Trump's plans for admitting refugees.",0,0.0
62,score,What did Mattis say about NATO commitment?,Fully committed,"The documents do not contain any information specifically from or about General Mattis regarding his statements or views on NATO's commitment. However, according to Document ID: 0129, a senior White House official stated that President Trump is united with other NATO countries in defending all members of the Western military alliance.",0,0.0
63,score,What was turnout at Trump's inauguration?,Lower than Obama's,"Based on the documents provided, there are no specific details about the turnout for President Trump's inauguration. To find that information, you may need to look up additional resources or official reports from the event.",0,0.0
64,score,How did South Korea react to THAAD deployment?,Supported deployment,"The given documents do not contain information about how South Korea reacted to THAAD deployment. To obtain such specific information, please refer to relevant articles or sources that specifically discuss this topic.",0,0.0
65,score,What did Flynn say about immunity?,Sought immunity,"Based on the provided documents, there is no information available regarding what Michael Flynn said about immunity. The documents discuss warnings from Sally Yates about Flynn's compromised position with Russia, his decision to turn over some subpoenaed documents to a Senate panel, and concerns raised by a former U.S. Department of Justice official about possible blackmail involving Michael Flynn. However, there is no mention or details about what Flynn said regarding immunity in these documents.",0,0.0
66,score,How many countries were in travel ban?,Six countries,"Based on the available document IDs, two groups of Muslim-majority countries were included in President Trump's temporary travel bans. The first group was blocked by federal courts as indicated in Document ID: 0090, while the second group is mentioned indirectly through the title and content of documents like Doc ID: 0326, which mentions Iran (a Muslim-majority country). However, without more explicit information on the specific countries involved from these documents, it's impossible to accurately answer how many countries were in travel ban.",0,0.0
67,score,What was Deutsche Bank's role in Trump investigation?,Asked for Trump records,"Deutsche Bank was asked to provide information regarding any accounts connected to President Donald Trump, as part of an investigation by U.S. House Democrats into potential ties between Russia and Trump's campaign. This request was made to determine if there were any links to Rupert Murdoch's News Corp. Deutsche Bank has not yet provided a response or complied with the request.",0,1.0
68,score,How did Canada respond to lumber tariffs?,Called tariffs unfair,"The provided documents do not contain information about how Canada responded to lumber tariffs. However, they do discuss various topics related to trade negotiations under President Trump's administration, including NAFTA renegotiations and comments from U.S. Trade Representative Robert Lighthizer on reversing the ""dangerous trajectory"" of U.S. trade.",0,0.0
69,score,What did Yates testify about Flynn?,Warned about compromise,"Based on the retrieved documents, former Acting U.S. Attorney General Sally Yates testified that she warned the White House in January about then-National Security Adviser Michael Flynn's compromised situation with Russia. This suggests there was a concern of potential blackmail from Russia due to Flynn's actions or connections, which could have posed a risk during his tenure as a Trump administration official.",0,1.0
70,score,What was Trump's tax plan outline?,15% corporate tax rate,"President Donald Trump did not explicitly detail his full tax plan in these documents. However, there are some key points that can be gathered from them. Firstly, Mnuchin had concerns about alternate scoring models of the Trump tax plan. Secondly, Trump mentioned to Bloomberg News considering a federal gasoline tax increase for funding infrastructure development, which could indirectly impact the tax landscape. Lastly, there was an intention by House Republicans to focus on tax reform after dealing with healthcare issues. To get a more detailed outline of Trump's tax plan from these documents is challenging and may not provide a complete understanding.",0,0.0
71,score,How many Trump tweets mentioned Russia investigation?,More than 100,"Based solely on the information from these four specific documents, there is no direct evidence or mention of how many times President Donald Trump has tweeted about the Russia investigation. To find this exact number, further research into his Twitter account or other credible sources would be necessary. However, it's clear that he and his campaign have been heavily involved in discussions around the topic, as shown by numerous actions and statements documented here (such as firing the FBI Director over investigations into Russia).",0,0.0
72,score,What did British PM say about Manchester leaks?,Unacceptable leaks,"British Prime Minister Theresa May stated that despite President Trump's disclosures, she is confident in her government's relationship with the United States and will continue to share intelligence information with Britain.",0,0.0
73,score,What was voter fraud commission's purpose?,Investigate voter fraud claims,"The purpose of the voter fraud commission, as indicated in the document with Doc ID: 0376, was to investigate allegations of voter fraud and suppression. This investigation followed President Trump's unsubstantiated claims of such activities during his campaign. Furthermore, it is mentioned that there were findings suggesting a widespread issue beyond what had been previously identified (Doc ID: 0546).",0,1.0
74,score,How did Mexico respond to wall payment?,Refused to pay,"Based on Document ID 0277, titled ""Mexico welcomes NAFTA re-negotiation, expects constructive talks"", it can be inferred that Mexico was open to discussions about renegotiating agreements related to border security and immigration. However, the documents do not provide a direct response from Mexico specifically regarding wall payments made by President Trump.",0,0.5
75,score,What did Susan Rice say about unmasking?,Denies improper unmasking,"Based on Document ID: 0788, Title: ""Susan Rice Refuses to Testify Before the Senate..."", it seems that Susan Rice announced she would not testify before the Senate regarding Russian hacking. The document doesn't provide any specific comments from her about unmasking.",0,0.0
76,score,How many Syrian refugees were admitted?,Less than previous year,"The given documents do not contain specific information regarding the number of Syrian refugees who were admitted. For this, you may need to refer to additional sources or databases that track such data.",0,0.5
77,score,What did Spicer say about Hitler comparison?,Apologized for comparison,"Based on the given documents, there is no specific mention of Sean Spicer making a comparison to Hitler. All the documents highlight various instances where Spicer interacts with repor cuers or addresses President Trump's decisions and statements. If you are looking for more information related to any other topic in these documents, please let me know!",0,0.5
78,score,How did China respond to North Korea sanctions?,Called for dialogue,"According to Document ID: 0514, President Donald Trump's nominee for ambassador to Beijing indicated that China has the potential to do more in pushing North Korea to limit its nuclear program. This suggests a possible positive response from China towards imposing sanctions on North Korea; however, there is no specific mention of China's direct response or actions taken regarding the North Korean sanctions in these documents.",0,0.0
79,score,What was Trump's response to Syria strike?,Ordered missile strike,"Based on the provided documents, President Donald Trump responded to the U.S. air strikes in Syria by engaging with Russian leaders. Specifically, he had discussions with both Russian President Vladimir Putin and Russia's foreign minister Sergei Lavrov about a ceasefire agreement in Syria. He also urged Russia to ""rein in"" Syrian President Bashar al-Assad during his meeting with the foreign minister.",0,0.0
80,score,How many staff members left White House?,Multiple resignations,"Based on the provided documents, two staff members from the Trump administration are leaving their positions. These include the communications director (mentioned in Doc ID: 0066) and Reince Priebus, the White House chief of staff who is returning to Washington after a stop in Saudi Arabia during President Trump's first foreign trip (referenced in both Doc IDs: 0218 and 0628).",0,0.5
81,score,What did Tillerson say about climate change?,Takes no position,"Based on the given documents, there is no specific mention of U.S. Secretary of State Rex Tillerson discussing or stating his views on climate change directly. However, it can be inferred from Doc ID: 0479 that he presented a foreign policy agenda focused on 'America First', which could potentially include aspects related to the environment and climate change among other factors.",0,1.0
82,score,How many countries supported Paris agreement?,195 countries,"Based on Document ID 0027, German Chancellor Angela Merkel described the Paris climate accord as an ""essential"" pact and expressed her happiness that many other governments took the same view. However, the exact number of countries supporting the Paris agreement is not provided in these documents.",0,0.0
83,score,What was Paul Ryan's healthcare stance?,Support with changes,"Based on the given documents, U.S. House Speaker Paul Ryan urged health insurers to stay in the Obamacare marketplace despite its stability concerns (Doc ID: 0153). He also did not specify a date for lawmakers to vote on a Republican plan to repeal former President Barack Obama's healthcare law (Doc ID: 0512), and moderate Republican Fred Upton proposed an amendment to the party's healthcare overhaul plan, which is unlikely to be rejected by conservative Freedom Caucus members (Doc IDs: 0493 & 0492). Additionally, a group of Republican governors has been pushing for its own national healthcare reforms as they become influential in the debate on Obamacare's future (Doc ID: 0302).",0,0.5
84,score,How did Iran respond to Trump's speech?,Called it hostile,"Iranian Foreign Minister Mohammad Javad Zarif criticized U.S. President Donald Trump for sealing an arms deal and other investments worth hundreds of billions of dollars, as well as his speech urging Arab and Islamic leaders to do their share to defeat Islamist extremists.",0,1.0
85,score,What was unemployment rate under Trump?,4.4 percent,"Based on the provided documents, there is no specific information about the exact unemployment rate during President Trump's tenure. However, these documents suggest that President Trump implemented policies to boost economic growth such as fostering capital investment and creating jobs for workers who had previously given up their job hunts (Doc ID: 0175). Despite this effort, public approval of his administration dropped due to accusations against him (Doc ID: 0230), indicating that these policies may not have met the expectations or perceptions of some individuals.",0,0.0
86,score,How did EU respond to steel tariffs?,Threatened retaliation,"The provided documents do not contain information about how the European Union (EU) responded to steel tariffs imposed by the United States. They focus mainly on discussions around climate change, trade relations, spending policies, security issues, and a potential ban on in-cabin electronic devices on flights from certain countries.",0,0.0
87,score,What did Manafort disclose about foreign work?,Retroactively registered,"Based on the document with Doc ID: 0139 titled ""Manafort to Congress: I lied about foreign lobbying,"" it can be inferred that Manafort disclosed information regarding his foreign work, although he admittedly did so dishonestly. The details of what exactly was disclosed or misrepresented are not provided in the documents given.",0,0.5
88,score,How many times did Trump visit Mar-a-Lago?,Seven visits,"Based on the given documents, there is no specific information about the number of times President Donald Trump visited Mar-a-Lago during his tenure in office as they focus on other aspects of his presidency such as foreign trips and controversies surrounding him. Therefore, an accurate answer cannot be provided with the present data.",0,0.5
89,score,What did Nunes say about surveillance?,Stepped aside from probe,"Based on the available information in the retrieved documents, there is no specific mention of anything that Devin Nunes said about surveillance. None of the document titles or contents directly reference statements made by Nunes regarding this topic. Therefore, I cannot provide an answer based on these documents alone. It might be beneficial to search for additional sources for information about what Nunes has stated in relation to surveill
Query: What is the focus of Judge Napolitano's discussion?
Doc ID: 0680",0,1.0
90,score,How much would border wall cost?,$21.6 billion estimate,"According to Document ID: 0174, President Donald Trump is asking Congress for $1.6 billion to begin building a wall along the border with Mexico. However, this amount seems to be less than what might be needed for such a project that has been sharply criticized.",0,0.5
91,score,What was Venezuela's response to sanctions?,Rejected sanctions,"The provided documents do not contain specific information regarding Venezuela's response to sanctions. The documents primarily discuss various actions by different U.S. administrations, such as imposing new sanctions on Iran, reviewing aircraft licenses for Iran, and tightening sanctions on North Korea.",0,0.0
